,date,time,latitude,longitude,region name,depth,magnitude type,magnitude,eqid,hour,minute,second,datetime,has_influence_on,dist_from_path
791,2016-11-04,09:58:28,43.01,13.07,CENTRAL ITALY,10,ML,3.0,542855,9,58,28.0,2016-11-04 09:58:28,ICV,85
792,2016-11-04,09:50:08,42.93,13.15,CENTRAL ITALY,10,ML,2.5,542853,9,50,8.0,2016-11-04 09:50:08,ICV,74
793,2016-11-04,09:19:03,42.8,13.09,CENTRAL ITALY,11,ML,2.6,542848,9,19,3.0,2016-11-04 09:19:03,ICV,64
789,2016-11-04,10:48:33,42.87,13.13,CENTRAL ITALY,8,ML,3.4,542864,10,48,33.0,2016-11-04 10:48:33,ICV,69
790,2016-11-04,10:10:33,50.8,6.61,GERMANY,15,ML,2.8,542857,10,10,33.0,2016-11-04 10:10:33,DHO,226
790,2016-11-04,10:10:33,50.8,6.61,GERMANY,15,ML,2.8,542857,10,10,33.0,2016-11-04 10:10:33,GVT,152
785,2016-11-04,11:41:54,42.6,13.23,CENTRAL ITALY,14,ML,2.5,542877,11,41,54.0,2016-11-04 11:41:54,ICV,40
783,2016-11-04,12:30:10,42.75,13.18,CENTRAL ITALY,11,ML,2.5,542885,12,30,10.0,2016-11-04 12:30:10,ICV,56
784,2016-11-04,12:13:57,42.89,13.17,CENTRAL ITALY,9,ML,2.5,542883,12,13,57.0,2016-11-04 12:13:57,ICV,70
778,2016-11-04,13:59:27,43.01,13.07,CENTRAL ITALY,8,ML,2.8,542904,13,59,27.0,2016-11-04 13:59:27,ICV,85
779,2016-11-04,13:57:52,42.95,13.21,CENTRAL ITALY,7,ML,2.9,542903,13,57,52.0,2016-11-04 13:57:52,ICV,74
780,2016-11-04,13:42:03,42.68,13.19,CENTRAL ITALY,12,ML,2.5,542899,13,42,3.0,2016-11-04 13:42:03,ICV,49
781,2016-11-04,13:26:25,42.93,13.06,CENTRAL ITALY,9,ML,2.6,542901,13,26,25.0,2016-11-04 13:26:25,ICV,78
776,2016-11-04,14:46:48,42.93,13.11,CENTRAL ITALY,10,ML,2.6,542910,14,46,48.0,2016-11-04 14:46:48,ICV,76
777,2016-11-04,14:31:31,42.98,13.13,CENTRAL ITALY,8,ML,3.2,542908,14,31,31.0,2016-11-04 14:31:31,ICV,80
770,2016-11-04,15:57:59,43.0,13.06,CENTRAL ITALY,8,ML,2.5,542919,15,57,59.0,2016-11-04 15:57:59,ICV,84
771,2016-11-04,15:52:34,42.67,13.21,CENTRAL ITALY,13,ML,2.9,542918,15,52,34.0,2016-11-04 15:52:34,ICV,47
772,2016-11-04,15:33:13,42.73,13.19,CENTRAL ITALY,8,ML,2.6,542915,15,33,13.0,2016-11-04 15:33:13,ICV,53
773,2016-11-04,15:15:26,42.99,13.13,CENTRAL ITALY,9,ML,3.1,542913,15,15,26.0,2016-11-04 15:15:26,ICV,81
768,2016-11-04,17:58:02,42.82,13.14,CENTRAL ITALY,10,ML,2.5,542948,17,58,2.0,2016-11-04 17:58:02,ICV,64
769,2016-11-04,17:42:00,42.98,13.06,CENTRAL ITALY,11,ML,2.6,542946,17,42,0.0,2016-11-04 17:42:00,ICV,82
767,2016-11-04,19:02:50,42.9,13.17,CENTRAL ITALY,15,ML,2.5,542952,19,2,50.0,2016-11-04 19:02:50,ICV,71
760,2016-11-04,20:58:36,42.91,13.21,CENTRAL ITALY,9,ML,2.7,542964,20,58,36.0,2016-11-04 20:58:36,ICV,70
762,2016-11-04,20:42:22,42.99,13.06,CENTRAL ITALY,10,ML,2.7,542960,20,42,22.0,2016-11-04 20:42:22,ICV,83
763,2016-11-04,20:32:26,42.91,13.22,CENTRAL ITALY,8,ML,2.6,542957,20,32,26.0,2016-11-04 20:32:26,ICV,70
764,2016-11-04,20:31:09,43.0,13.14,CENTRAL ITALY,8,ML,2.5,542958,20,31,9.0,2016-11-04 20:31:09,ICV,82
756,2016-11-04,21:17:27,42.81,13.13,CENTRAL ITALY,10,ML,2.5,542970,21,17,27.0,2016-11-04 21:17:27,ICV,63
757,2016-11-04,21:14:05,42.94,13.17,CENTRAL ITALY,14,ML,2.6,542972,21,14,5.0,2016-11-04 21:14:05,ICV,75
758,2016-11-04,21:12:43,42.78,13.2,CENTRAL ITALY,9,ML,2.9,542966,21,12,43.0,2016-11-04 21:12:43,ICV,58
759,2016-11-04,21:10:56,43.05,13.1,CENTRAL ITALY,8,ML,2.5,542968,21,10,56.0,2016-11-04 21:10:56,ICV,88
753,2016-11-04,22:14:52,42.95,13.16,CENTRAL ITALY,9,ML,2.6,542975,22,14,52.0,2016-11-04 22:14:52,ICV,76
754,2016-11-04,22:09:10,42.9,13.18,CENTRAL ITALY,8,ML,2.7,542974,22,9,10.0,2016-11-04 22:09:10,ICV,70
749,2016-11-04,23:58:19,42.78,13.17,CENTRAL ITALY,10,ML,2.8,543003,23,58,19.0,2016-11-04 23:58:19,ICV,59
751,2016-11-04,23:45:21,42.79,13.13,CENTRAL ITALY,10,ML,3.4,542999,23,45,21.0,2016-11-04 23:45:21,ICV,61
748,2016-11-05,00:42:06,42.83,13.23,CENTRAL ITALY,13,ML,3.1,543011,0,42,6.0,2016-11-05 00:42:06,ICV,62
742,2016-11-05,02:48:47,43.04,13.11,CENTRAL ITALY,8,ML,2.6,543024,2,48,47.0,2016-11-05 02:48:47,ICV,87
743,2016-11-05,02:46:00,42.76,13.21,CENTRAL ITALY,10,ML,2.6,543023,2,46,0.0,2016-11-05 02:46:00,ICV,56
744,2016-11-05,02:21:44,42.95,13.21,CENTRAL ITALY,9,ML,2.8,543020,2,21,44.0,2016-11-05 02:21:44,ICV,74
745,2016-11-05,02:09:25,42.88,13.13,CENTRAL ITALY,9,ML,3.0,543019,2,9,25.0,2016-11-05 02:09:25,ICV,70
746,2016-11-05,02:03:12,43.06,13.09,CENTRAL ITALY,9,ML,2.8,543018,2,3,12.0,2016-11-05 02:03:12,ICV,89
741,2016-11-05,03:20:56,42.81,13.14,CENTRAL ITALY,10,ML,3.1,543025,3,20,56.0,2016-11-05 03:20:56,ICV,63
737,2016-11-05,05:55:28,42.61,13.28,CENTRAL ITALY,11,ML,2.5,543064,5,55,28.0,2016-11-05 05:55:28,ICV,39
738,2016-11-05,05:42:49,42.95,13.06,CENTRAL ITALY,12,ML,3.0,543059,5,42,49.0,2016-11-05 05:42:49,ICV,80
735,2016-11-05,06:46:33,43.06,13.07,CENTRAL ITALY,9,ML,3.0,543067,6,46,33.0,2016-11-05 06:46:33,ICV,90
734,2016-11-05,07:16:57,42.93,13.13,CENTRAL ITALY,10,ML,2.6,543069,7,16,57.0,2016-11-05 07:16:57,ICV,75
728,2016-11-05,08:36:17,42.76,13.13,CENTRAL ITALY,12,ML,2.5,543078,8,36,17.0,2016-11-05 08:36:17,ICV,59
729,2016-11-05,08:25:30,42.68,13.18,CENTRAL ITALY,13,ML,3.1,543076,8,25,30.0,2016-11-05 08:25:30,ICV,49
730,2016-11-05,08:16:42,42.92,13.2,CENTRAL ITALY,9,ML,2.7,543075,8,16,42.0,2016-11-05 08:16:42,ICV,72
732,2016-11-05,08:01:00,42.8,13.21,CENTRAL ITALY,10,ML,2.7,543074,8,1,0.0,2016-11-05 08:01:00,ICV,60
718,2016-11-05,09:50:44,42.92,13.15,CENTRAL ITALY,10,ML,2.7,543094,9,50,44.0,2016-11-05 09:50:44,ICV,73
719,2016-11-05,09:48:55,42.69,13.31,CENTRAL ITALY,13,ML,2.6,543091,9,48,55.0,2016-11-05 09:48:55,ICV,45
720,2016-11-05,09:45:43,42.91,13.19,CENTRAL ITALY,9,ML,3.1,543093,9,45,43.0,2016-11-05 09:45:43,ICV,71
721,2016-11-05,09:43:39,42.81,13.13,CENTRAL ITALY,11,ML,2.8,543090,9,43,39.0,2016-11-05 09:43:39,ICV,63
722,2016-11-05,09:39:35,42.95,13.21,CENTRAL ITALY,9,ML,3.1,543088,9,39,35.0,2016-11-05 09:39:35,ICV,74
723,2016-11-05,09:38:10,42.77,13.18,CENTRAL ITALY,10,ML,2.5,543085,9,38,10.0,2016-11-05 09:38:10,ICV,58
724,2016-11-05,09:31:07,42.81,13.1,CENTRAL ITALY,11,ML,2.6,543086,9,31,7.0,2016-11-05 09:31:07,ICV,64
726,2016-11-05,09:06:36,42.69,13.14,CENTRAL ITALY,11,ML,2.6,543080,9,6,36.0,2016-11-05 09:06:36,ICV,51
727,2016-11-05,09:01:36,43.0,13.11,CENTRAL ITALY,9,ML,2.8,543081,9,1,36.0,2016-11-05 09:01:36,ICV,83
714,2016-11-05,11:50:06,42.77,13.24,CENTRAL ITALY,10,ML,2.6,543110,11,50,6.0,2016-11-05 11:50:06,ICV,56
715,2016-11-05,11:15:26,42.95,13.22,CENTRAL ITALY,9,ML,3.2,543104,11,15,26.0,2016-11-05 11:15:26,ICV,74
716,2016-11-05,11:05:46,42.93,13.18,CENTRAL ITALY,2,ML,3.8,543101,11,5,46.0,2016-11-05 11:05:46,ICV,73
711,2016-11-05,13:43:30,42.69,13.15,CENTRAL ITALY,11,ML,2.6,543122,13,43,30.0,2016-11-05 13:43:30,ICV,51
712,2016-11-05,13:00:10,43.04,13.1,CENTRAL ITALY,8,ML,2.5,543119,13,0,10.0,2016-11-05 13:00:10,ICV,87
704,2016-11-05,14:47:08,42.98,13.13,CENTRAL ITALY,8,ML,2.5,543140,14,47,8.0,2016-11-05 14:47:08,ICV,80
705,2016-11-05,14:45:20,42.98,13.13,CENTRAL ITALY,9,ML,3.4,543137,14,45,20.0,2016-11-05 14:45:20,ICV,80
706,2016-11-05,14:40:56,43.04,13.1,CENTRAL ITALY,7,ML,2.5,543139,14,40,56.0,2016-11-05 14:40:56,ICV,87
707,2016-11-05,14:39:51,42.99,13.0,CENTRAL ITALY,11,ML,2.5,543141,14,39,51.0,2016-11-05 14:39:51,ICV,86
708,2016-11-05,14:37:18,42.9,13.22,CENTRAL ITALY,8,ML,2.7,543142,14,37,18.0,2016-11-05 14:37:18,ICV,69
709,2016-11-05,14:26:41,42.76,13.17,CENTRAL ITALY,15,ML,2.5,543138,14,26,41.0,2016-11-05 14:26:41,ICV,57
710,2016-11-05,14:09:54,42.79,13.18,CENTRAL ITALY,10,ML,3.0,543126,14,9,54.0,2016-11-05 14:09:54,ICV,60
703,2016-11-05,16:16:28,42.88,13.21,CENTRAL ITALY,9,ML,2.8,543146,16,16,28.0,2016-11-05 16:16:28,ICV,67
699,2016-11-05,17:52:52,42.75,13.19,CENTRAL ITALY,9,ML,3.4,543179,17,52,52.0,2016-11-05 17:52:52,ICV,55
701,2016-11-05,17:47:46,42.91,13.2,CENTRAL ITALY,8,ML,2.8,543170,17,47,46.0,2016-11-05 17:47:46,ICV,71
692,2016-11-05,19:54:56,42.87,13.19,CENTRAL ITALY,10,ML,2.8,543196,19,54,56.0,2016-11-05 19:54:56,ICV,67
693,2016-11-05,19:31:59,43.08,13.08,CENTRAL ITALY,7,ML,2.5,543193,19,31,59.0,2016-11-05 19:31:59,ICV,92
694,2016-11-05,19:23:45,42.94,13.22,CENTRAL ITALY,8,ML,3.0,543190,19,23,45.0,2016-11-05 19:23:45,ICV,73
695,2016-11-05,19:11:58,42.96,13.2,CENTRAL ITALY,9,ML,3.5,543188,19,11,58.0,2016-11-05 19:11:58,ICV,75
689,2016-11-05,20:57:10,42.73,13.26,CENTRAL ITALY,10,ML,2.5,543204,20,57,10.0,2016-11-05 20:57:10,ICV,51
691,2016-11-05,20:14:54,42.89,13.21,CENTRAL ITALY,7,ML,2.7,543198,20,14,54.0,2016-11-05 20:14:54,ICV,68
688,2016-11-05,21:29:11,42.73,13.19,CENTRAL ITALY,8,ML,3.4,543210,21,29,11.0,2016-11-05 21:29:11,ICV,53
685,2016-11-05,22:32:05,42.95,13.2,CENTRAL ITALY,9,ML,3.2,543215,22,32,5.0,2016-11-05 22:32:05,ICV,75
686,2016-11-05,22:27:56,43.04,13.09,CENTRAL ITALY,9,ML,3.0,543213,22,27,56.0,2016-11-05 22:27:56,ICV,87
682,2016-11-05,23:44:23,46.5,20.55,HUNGARY,12,M,2.4,543313,23,44,23.0,2016-11-05 23:44:23,ICV,183
683,2016-11-05,23:42:38,43.06,13.08,CENTRAL ITALY,7,ML,2.3,543224,23,42,38.0,2016-11-05 23:42:38,ICV,90
682,2016-11-05,23:44:23,46.5,20.55,HUNGARY,12,M,2.4,543313,23,44,23.0,2016-11-05 23:44:23,JXN,48
682,2016-11-05,23:44:23,46.5,20.55,HUNGARY,12,M,2.4,543313,23,44,23.0,2016-11-05 23:44:23,DHO,145
682,2016-11-05,23:44:23,46.5,20.55,HUNGARY,12,M,2.4,543313,23,44,23.0,2016-11-05 23:44:23,GVT,155
680,2016-11-06,01:31:26,42.76,13.2,CENTRAL ITALY,10,ML,3.0,543236,1,31,26.0,2016-11-06 01:31:26,ICV,56
676,2016-11-06,03:59:40,42.89,13.06,CENTRAL ITALY,11,ML,2.6,543260,3,59,40.0,2016-11-06 03:59:40,ICV,74
677,2016-11-06,03:55:21,42.68,13.15,CENTRAL ITALY,12,ML,2.7,543259,3,55,21.0,2016-11-06 03:55:21,ICV,50
678,2016-11-06,03:21:37,42.95,13.21,CENTRAL ITALY,9,ML,2.6,543253,3,21,37.0,2016-11-06 03:21:37,ICV,74
679,2016-11-06,03:19:31,43.06,13.06,CENTRAL ITALY,10,ML,3.8,543251,3,19,31.0,2016-11-06 03:19:31,ICV,90
672,2016-11-06,04:45:48,42.91,13.17,CENTRAL ITALY,9,ML,2.5,543268,4,45,48.0,2016-11-06 04:45:48,ICV,72
673,2016-11-06,04:44:25,42.78,13.2,CENTRAL ITALY,10,ML,3.4,543266,4,44,25.0,2016-11-06 04:44:25,ICV,58
674,2016-11-06,04:40:51,42.79,13.14,CENTRAL ITALY,10,ML,3.1,543267,4,40,51.0,2016-11-06 04:40:51,ICV,61
670,2016-11-06,05:02:56,43.01,13.08,CENTRAL ITALY,9,ML,2.5,543291,5,2,56.0,2016-11-06 05:02:56,ICV,85
663,2016-11-06,08:43:38,42.89,13.17,CENTRAL ITALY,9,ML,2.5,543319,8,43,38.0,2016-11-06 08:43:38,ICV,70
664,2016-11-06,08:38:24,42.83,13.23,CENTRAL ITALY,14,ML,2.5,543316,8,38,24.0,2016-11-06 08:38:24,ICV,62
665,2016-11-06,08:27:24,42.86,13.23,CENTRAL ITALY,9,ML,3.1,543312,8,27,24.0,2016-11-06 08:27:24,ICV,65
661,2016-11-06,09:28:41,42.8,13.18,CENTRAL ITALY,10,ML,2.7,543322,9,28,41.0,2016-11-06 09:28:41,ICV,61
658,2016-11-06,10:28:06,42.87,13.09,CENTRAL ITALY,12,ML,2.6,543330,10,28,6.0,2016-11-06 10:28:06,ICV,71
659,2016-11-06,10:24:41,42.96,13.03,CENTRAL ITALY,9,ML,3.2,543327,10,24,41.0,2016-11-06 10:24:41,ICV,82
660,2016-11-06,10:13:02,42.89,13.21,CENTRAL ITALY,8,ML,2.7,543325,10,13,2.0,2016-11-06 10:13:02,ICV,68
650,2016-11-06,12:33:56,42.96,13.06,CENTRAL ITALY,12,ML,2.6,543356,12,33,56.0,2016-11-06 12:33:56,ICV,81
651,2016-11-06,12:30:57,42.77,13.29,CENTRAL ITALY,14,ML,2.5,543350,12,30,57.0,2016-11-06 12:30:57,ICV,54
653,2016-11-06,12:13:24,42.81,13.13,CENTRAL ITALY,11,ML,2.8,543343,12,13,24.0,2016-11-06 12:13:24,ICV,63
654,2016-11-06,12:01:46,42.73,13.18,CENTRAL ITALY,14,ML,2.5,543342,12,1,46.0,2016-11-06 12:01:46,ICV,54
648,2016-11-06,13:24:17,42.95,13.21,CENTRAL ITALY,9,ML,2.6,543362,13,24,17.0,2016-11-06 13:24:17,ICV,74
645,2016-11-06,14:49:52,43.02,13.04,CENTRAL ITALY,8,ML,3.1,543373,14,49,52.0,2016-11-06 14:49:52,ICV,87
641,2016-11-06,15:45:27,42.74,13.14,CENTRAL ITALY,12,ML,2.7,543395,15,45,27.0,2016-11-06 15:45:27,ICV,56
642,2016-11-06,15:33:45,42.94,13.22,CENTRAL ITALY,9,ML,2.5,543393,15,33,45.0,2016-11-06 15:33:45,ICV,73
644,2016-11-06,15:11:41,43.07,13.1,CENTRAL ITALY,10,ML,2.5,543387,15,11,41.0,2016-11-06 15:11:41,ICV,90
639,2016-11-06,16:34:24,43.02,13.09,CENTRAL ITALY,7,ML,2.6,543404,16,34,24.0,2016-11-06 16:34:24,ICV,85
640,2016-11-06,16:03:20,42.78,13.3,CENTRAL ITALY,16,ML,2.7,543397,16,3,20.0,2016-11-06 16:03:20,ICV,54
633,2016-11-06,18:47:57,42.88,13.07,CENTRAL ITALY,10,ML,2.5,543418,18,47,57.0,2016-11-06 18:47:57,ICV,72
634,2016-11-06,18:43:18,43.06,13.08,CENTRAL ITALY,9,ML,2.8,543419,18,43,18.0,2016-11-06 18:43:18,ICV,90
635,2016-11-06,18:15:19,42.81,13.18,CENTRAL ITALY,11,ML,3.6,543416,18,15,19.0,2016-11-06 18:15:19,ICV,62
636,2016-11-06,18:07:29,42.8,13.1,CENTRAL ITALY,12,ML,3.0,543410,18,7,29.0,2016-11-06 18:07:29,ICV,63
630,2016-11-06,19:53:53,42.9,13.18,CENTRAL ITALY,7,ML,2.5,543440,19,53,53.0,2016-11-06 19:53:53,ICV,70
632,2016-11-06,19:31:04,42.94,13.21,CENTRAL ITALY,8,ML,2.8,543424,19,31,4.0,2016-11-06 19:31:04,ICV,73
627,2016-11-06,20:53:39,42.92,13.14,CENTRAL ITALY,10,ML,2.6,543447,20,53,39.0,2016-11-06 20:53:39,ICV,74
622,2016-11-06,22:48:57,42.79,13.19,CENTRAL ITALY,6,ML,2.1,543482,22,48,57.0,2016-11-06 22:48:57,ICV,59
624,2016-11-06,22:00:19,42.83,13.08,CENTRAL ITALY,12,ML,2.5,543477,22,0,19.0,2016-11-06 22:00:19,ICV,67
621,2016-11-06,23:23:03,42.84,13.12,CENTRAL ITALY,13,ML,2.7,543488,23,23,3.0,2016-11-06 23:23:03,ICV,67
619,2016-11-07,00:18:05,42.89,13.21,CENTRAL ITALY,6,ML,3.1,543492,0,18,5.0,2016-11-07 00:18:05,ICV,68
620,2016-11-07,00:16:30,43.03,13.08,CENTRAL ITALY,10,ML,2.8,543493,0,16,30.0,2016-11-07 00:16:30,ICV,87
616,2016-11-07,01:25:31,42.9,13.18,CENTRAL ITALY,8,ML,2.8,543500,1,25,31.0,2016-11-07 01:25:31,ICV,70
617,2016-11-07,01:18:05,42.8,13.18,CENTRAL ITALY,10,ML,2.9,543497,1,18,5.0,2016-11-07 01:18:05,ICV,61
618,2016-11-07,01:07:20,42.9,13.19,CENTRAL ITALY,8,ML,2.6,543498,1,7,20.0,2016-11-07 01:07:20,ICV,70
612,2016-11-07,02:29:50,42.9,13.19,CENTRAL ITALY,8,ML,2.9,543518,2,29,50.0,2016-11-07 02:29:50,ICV,70
607,2016-11-07,03:54:39,42.86,13.13,CENTRAL ITALY,8,ML,2.9,543538,3,54,39.0,2016-11-07 03:54:39,ICV,68
608,2016-11-07,03:53:38,42.93,13.21,CENTRAL ITALY,8,ML,2.8,543537,3,53,38.0,2016-11-07 03:53:38,ICV,72
609,2016-11-07,03:14:09,42.95,13.2,CENTRAL ITALY,8,ML,2.7,543523,3,14,9.0,2016-11-07 03:14:09,ICV,75
610,2016-11-07,03:13:05,42.94,13.21,CENTRAL ITALY,8,ML,3.1,543522,3,13,5.0,2016-11-07 03:13:05,ICV,73
605,2016-11-07,04:52:56,42.71,13.14,CENTRAL ITALY,11,ML,2.7,543551,4,52,56.0,2016-11-07 04:52:56,ICV,53
606,2016-11-07,04:22:24,42.9,13.18,CENTRAL ITALY,7,ML,2.6,543542,4,22,24.0,2016-11-07 04:22:24,ICV,70
603,2016-11-07,05:22:03,42.8,13.11,CENTRAL ITALY,10,ML,2.7,543553,5,22,3.0,2016-11-07 05:22:03,ICV,63
604,2016-11-07,05:09:16,42.82,13.11,CENTRAL ITALY,10,ML,2.5,543552,5,9,16.0,2016-11-07 05:09:16,ICV,65
598,2016-11-07,06:46:34,42.81,13.13,CENTRAL ITALY,9,ML,2.7,543573,6,46,34.0,2016-11-07 06:46:34,ICV,63
599,2016-11-07,06:37:10,42.93,13.2,CENTRAL ITALY,8,ML,2.6,543570,6,37,10.0,2016-11-07 06:37:10,ICV,73
601,2016-11-07,06:09:52,42.81,12.76,CENTRAL ITALY,9,ML,2.5,543565,6,9,52.0,2016-11-07 06:09:52,ICV,77
602,2016-11-07,06:02:45,42.55,13.24,CENTRAL ITALY,10,ML,2.5,543563,6,2,45.0,2016-11-07 06:02:45,ICV,35
595,2016-11-07,07:21:50,42.85,13.08,CENTRAL ITALY,10,ML,2.5,543579,7,21,50.0,2016-11-07 07:21:50,ICV,69
596,2016-11-07,07:05:57,42.87,13.19,CENTRAL ITALY,8,ML,3.2,543577,7,5,57.0,2016-11-07 07:05:57,ICV,67
589,2016-11-07,09:29:55,42.85,13.14,CENTRAL ITALY,8,ML,2.5,543604,9,29,55.0,2016-11-07 09:29:55,ICV,67
585,2016-11-07,10:45:43,42.81,13.04,CENTRAL ITALY,10,ML,2.5,543616,10,45,43.0,2016-11-07 10:45:43,ICV,67
587,2016-11-07,10:10:30,42.94,13.09,CENTRAL ITALY,7,ML,2.5,543611,10,10,30.0,2016-11-07 10:10:30,ICV,77
584,2016-11-07,11:11:06,43.02,13.05,CENTRAL ITALY,9,ML,2.5,543621,11,11,6.0,2016-11-07 11:11:06,ICV,87
580,2016-11-07,12:34:33,42.87,13.08,CENTRAL ITALY,11,ML,3.1,543631,12,34,33.0,2016-11-07 12:34:33,ICV,71
581,2016-11-07,12:28:33,43.01,13.04,CENTRAL ITALY,8,ML,2.6,543629,12,28,33.0,2016-11-07 12:28:33,ICV,86
576,2016-11-07,13:36:25,42.78,13.2,CENTRAL ITALY,9,ML,2.6,543641,13,36,25.0,2016-11-07 13:36:25,ICV,58
571,2016-11-07,14:57:44,42.77,13.21,CENTRAL ITALY,9,ML,2.7,543649,14,57,44.0,2016-11-07 14:57:44,ICV,57
574,2016-11-07,14:19:12,42.94,13.12,CENTRAL ITALY,12,ML,2.5,543646,14,19,12.0,2016-11-07 14:19:12,ICV,76
575,2016-11-07,14:00:51,42.77,13.21,CENTRAL ITALY,10,ML,2.6,543643,14,0,51.0,2016-11-07 14:00:51,ICV,57
569,2016-11-07,15:51:00,42.96,13.13,CENTRAL ITALY,9,ML,2.5,543676,15,51,0.0,2016-11-07 15:51:00,ICV,78
565,2016-11-07,16:58:29,43.02,13.14,CENTRAL ITALY,9,ML,3.4,543689,16,58,29.0,2016-11-07 16:58:29,ICV,84
568,2016-11-07,16:30:33,42.73,13.15,CENTRAL ITALY,11,ML,2.5,543680,16,30,33.0,2016-11-07 16:30:33,ICV,55
564,2016-11-07,17:00:31,43.02,13.14,CENTRAL ITALY,9,ML,3.1,543692,17,0,31.0,2016-11-07 17:00:31,ICV,84
562,2016-11-07,17:25:43,51.27,10.6,GERMANY,2,ML,2.2,543693,17,25,43.0,2016-11-07 17:25:43,DHO,17
562,2016-11-07,17:25:43,51.27,10.6,GERMANY,2,ML,2.2,543693,17,25,43.0,2016-11-07 17:25:43,GVT,84
560,2016-11-07,18:56:16,42.89,13.15,CENTRAL ITALY,13,ML,4.0,543706,18,56,16.0,2016-11-07 18:56:16,ICV,70
561,2016-11-07,18:35:41,42.9,13.18,CENTRAL ITALY,9,ML,3.0,543703,18,35,41.0,2016-11-07 18:35:41,ICV,70
558,2016-11-07,19:16:17,42.94,13.21,CENTRAL ITALY,9,ML,2.9,543710,19,16,17.0,2016-11-07 19:16:17,ICV,73
555,2016-11-07,20:23:58,42.81,13.17,CENTRAL ITALY,10,ML,2.5,543718,20,23,58.0,2016-11-07 20:23:58,ICV,62
553,2016-11-07,23:28:37,42.81,13.17,CENTRAL ITALY,9,ML,2.8,543744,23,28,37.0,2016-11-07 23:28:37,ICV,62
554,2016-11-07,23:20:59,43.01,13.14,CENTRAL ITALY,8,ML,2.6,543742,23,20,59.0,2016-11-07 23:20:59,ICV,83
546,2016-11-08,01:45:59,42.94,13.12,CENTRAL ITALY,11,ML,2.5,543764,1,45,59.0,2016-11-08 01:45:59,ICV,76
548,2016-11-08,01:13:00,42.84,13.16,CENTRAL ITALY,11,ML,2.5,543759,1,13,0.0,2016-11-08 01:13:00,ICV,65
544,2016-11-08,03:28:16,45.02,20.24,SERBIA,358,ML,2.7,543771,3,28,16.0,2016-11-08 03:28:16,ICV,21
544,2016-11-08,03:28:16,45.02,20.24,SERBIA,358,ML,2.7,543771,3,28,16.0,2016-11-08 03:28:16,JXN,8
544,2016-11-08,03:28:16,45.02,20.24,SERBIA,358,ML,2.7,543771,3,28,16.0,2016-11-08 03:28:16,DHO,5
544,2016-11-08,03:28:16,45.02,20.24,SERBIA,358,ML,2.7,543771,3,28,16.0,2016-11-08 03:28:16,GVT,7
543,2016-11-08,04:42:40,42.72,13.22,CENTRAL ITALY,14,ML,2.5,543779,4,42,40.0,2016-11-08 04:42:40,ICV,51
538,2016-11-08,05:51:36,42.99,13.15,CENTRAL ITALY,6,ML,2.5,543791,5,51,36.0,2016-11-08 05:51:36,ICV,80
540,2016-11-08,05:33:46,42.89,13.12,CENTRAL ITALY,9,ML,2.8,543788,5,33,46.0,2016-11-08 05:33:46,ICV,72
541,2016-11-08,05:28:09,42.8,13.14,CENTRAL ITALY,10,ML,2.9,543786,5,28,9.0,2016-11-08 05:28:09,ICV,62
542,2016-11-08,05:20:18,42.9,13.18,CENTRAL ITALY,8,ML,3.0,543785,5,20,18.0,2016-11-08 05:20:18,ICV,70
536,2016-11-08,06:07:50,42.8,13.21,CENTRAL ITALY,9,ML,2.5,543797,6,7,50.0,2016-11-08 06:07:50,ICV,60
537,2016-11-08,06:00:37,42.81,13.21,CENTRAL ITALY,9,ML,3.5,543794,6,0,37.0,2016-11-08 06:00:37,ICV,61
535,2016-11-08,08:16:27,42.83,13.04,CENTRAL ITALY,10,ML,3.2,543826,8,16,27.0,2016-11-08 08:16:27,ICV,69
534,2016-11-08,11:09:25,42.89,13.22,CENTRAL ITALY,9,ML,2.5,543853,11,9,25.0,2016-11-08 11:09:25,ICV,68
532,2016-11-08,12:21:32,42.67,13.22,CENTRAL ITALY,15,ML,2.5,543868,12,21,32.0,2016-11-08 12:21:32,ICV,47
530,2016-11-08,13:54:01,42.65,13.21,CENTRAL ITALY,14,ML,2.8,543884,13,54,1.0,2016-11-08 13:54:01,ICV,45
527,2016-11-08,14:45:55,42.91,13.2,CENTRAL ITALY,8,ML,2.8,543892,14,45,55.0,2016-11-08 14:45:55,ICV,71
524,2016-11-08,15:38:34,42.8,13.13,CENTRAL ITALY,10,ML,2.6,543914,15,38,34.0,2016-11-08 15:38:34,ICV,62
526,2016-11-08,15:13:38,42.65,13.21,CENTRAL ITALY,12,ML,2.7,543893,15,13,38.0,2016-11-08 15:13:38,ICV,45
523,2016-11-08,16:04:33,42.76,13.23,CENTRAL ITALY,9,ML,2.6,543922,16,4,33.0,2016-11-08 16:04:33,ICV,55
522,2016-11-08,17:03:21,42.9,13.18,CENTRAL ITALY,8,ML,2.5,543931,17,3,21.0,2016-11-08 17:03:21,ICV,70
519,2016-11-08,18:49:11,42.87,13.19,CENTRAL ITALY,9,ML,2.6,543947,18,49,11.0,2016-11-08 18:49:11,ICV,67
516,2016-11-08,19:49:21,42.89,13.16,CENTRAL ITALY,9,ML,2.7,543962,19,49,21.0,2016-11-08 19:49:21,ICV,70
515,2016-11-08,20:00:56,42.81,12.77,CENTRAL ITALY,8,ML,3.3,543971,20,0,56.0,2016-11-08 20:00:56,ICV,76
